,Restuarantid,Restaurant,Restaurant_Type,Price_for_two,Cuisine,Location,Area,Link,Timing,Dining_Review_Count,Dining_Rating,Delivery_Rating,Delivery_Review_Count,Price per Person,Rating Category,Total Review Count,Popularity score,price range category
260,261,Dock 66,"North Indian, South Indian",1800,North Indian," Whitefield, Bangalore",Whitefield,https://www.zomato.com/bangalore/dock-66-1-whitefield-bangalore/info,12noon – 1am (Today),799,4.2,0.0,1,900,Good,800,3361.0,Medium
261,262,District 6 Pub Brewery & Kitchen,"North Indian, Pizza, Italian, Bar Food, Continental, Asian, Desserts",2500,North Indian," Malleshwaram, Bangalore",Malleshwaram,https://www.zomato.com/bangalore/district-6-pub-brewery-kitchen-malleshwaram-bangalore/info,12noon – 11:45pm (Today),2030,4.5,3.7,49,1250,Excellent,2079,9356.5,High
262,263,Rajdhani,"Gujarati, North Indian, Rajasthani",1200,Gujarati," Phoenix Marketcity Bangalore, Whitefield, Bangalore",Phoenix Marketcity Bangalore,https://www.zomato.com/bangalore/rajdhani-1-whitefield-bangalore/info,Opens tomorrow at 12noon,2591,4.0,3.9,4922,600,Good,7513,30053.0,Medium
263,264,Asia Alive - DoubleTree Suites By Hilton,"North Indian, South Indian, Chinese, Thai, Italian, Burger, Sandwich, Beverages",3500,North Indian," DoubleTree Suites By Hilton, Sarjapur, Bangalore",DoubleTree Suites By Hilton,https://www.zomato.com/bangalore/asia-alive-doubletree-suites-by-hilton-sarjapur-road-bangalore/info,6:30am – 11:30pm (Today),711,4.2,4.2,149,1750,Good,860,3613.0,High
264,265,Full Circle,"Continental, Asian, North Indian, South Indian, BBQ, Bar Food, Desserts, Cafe",2200,Continental," Rajarajeshwari Nagar, Bangalore",Rajarajeshwari Nagar,https://www.zomato.com/bangalore/full-circle-rajarajeshwari-nagar-bangalore/info,12noon – 12midnight (Today),2500,4.3,3.9,458,1100,Good,2958,12720.4,High
265,266,Delhi Highway,"North Indian, Chinese, Street Food, Kebab, Desserts, Beverages",1800,North Indian," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/delhi-highway-indiranagar/info,Opens tomorrow at 12noon,7582,4.1,3.7,3963,900,Good,11545,47335.5,Medium
266,267,Karigari By Chef Harpal Singh Sokhi,"North Indian, Kebab, Beverages, Seafood, Desserts",1200,North Indian," Sahakara Nagar, Bangalore",Sahakara Nagar,https://www.zomato.com/bangalore/karigari-by-chef-harpal-singh-sokhi-sahakara-nagar-bangalore/info,Opens tomorrow at 12noon,282,4.2,4.0,27,600,Good,309,1298.8,Medium
267,268,Neemsi,"North Indian, Italian, Continental, Asian, Chinese, Desserts, Beverages",1500,North Indian," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/neemsi-jp-nagar-bangalore/info,Not Provided,32,0.0,0.0,0,750,Below Average,32,1.0,Medium
268,269,The Watering Hole,"Continental, North Indian, European, Asian, Desserts, Beverages",1400,Continental," BTM, Bangalore",BTM,https://www.zomato.com/bangalore/the-watering-hole-btm-bangalore/info,"12midnight – 1am, 12noon – 12midnight (Today)",1141,4.2,0.0,5,700,Good,1146,4814.2,Medium
269,270,Just Loaf,"Burger, Continental, Fast Food, Desserts, Mexican, Cafe, Finger Food, Sandwich",1500,Burger," Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,https://www.zomato.com/bangalore/just-loaf-1-koramangala-3rd-block-bangalore/info,Opens tomorrow at 8am,115,3.4,4.0,10,750,Average,125,426.0,Medium
270,271,"Torye Drink, Dine & Dance",Continental,2000,Continental," Rajarajeshwari Nagar, Bangalore",Rajarajeshwari Nagar,https://www.zomato.com/bangalore/torye-drink-dine-dance-rajarajeshwari-nagar-bangalore/info,11am – 12midnight (Today),285,3.8,0.0,0,1000,Average,285,1084.0,Medium
271,272,Boteco Restaurante Brasileiro,"Brazilian, Steak, Salad, Finger Food, Desserts, Coffee, Beverages",3500,Brazilian," MG Road, Bangalore",MG Road,https://www.zomato.com/bangalore/boteco-restaurante-brasileiro-1-mg-road-bangalore/info,12noon – 12midnight (Today),388,4.3,4.0,5,1750,Good,393,1690.9,High
272,273,Kebapci,"BBQ, Turkish, Kebab, Lebanese, Desserts",1600,BBQ," Koramangala 6th Block, Bangalore",Koramangala 6th Block,https://www.zomato.com/bangalore/kebapci-koramangala-6th-block-bangalore/info,"12midnight – 12:30am, 12:30pm – 12midnight (Today)",934,4.2,4.1,2978,800,Good,3912,16431.4,Medium
273,274,Gabru Di Chaap,"North Indian, Momos, Fast Food, Wraps, Beverages",500,North Indian," Phoenix Marketcity Bangalore, Whitefield, Bangalore",Phoenix Marketcity Bangalore,https://www.zomato.com/bangalore/gabru-di-chaap-kr-puram-bangalore/info,Opens tomorrow at 12noon,192,4.1,3.8,362,250,Good,554,2272.4,Low
274,275,Sanchez,"Mexican, Beverages",2500,Mexican," UB City, Bangalore",UB City,https://www.zomato.com/bangalore/sanchez-lavelle-road/info,Opens tomorrow at 11:30am,1593,4.0,4.2,375,1250,Good,1968,7873.0,High
275,276,Sugar Factory Reloaded,"North Indian, Continental, Italian, Chinese, Asian, American",1800,North Indian," Koramangala 5th Block, Bangalore",Koramangala 5th Block,https://www.zomato.com/bangalore/sugar-factory-reloaded-koramangala-5th-block-bangalore/info,"12midnight – 12:30am, 12noon – 12midnight (Today)",1523,3.9,0.0,4,900,Average,1527,5956.3,Medium
276,277,The Big Baadshaah,"Continental, Chinese, Asian, North Indian, Fast Food, Street Food, Desserts, Beverages",1900,Continental," Marathahalli, Bangalore",Marathahalli,https://www.zomato.com/bangalore/the-big-baadshaah-marathahalli-bangalore/info,Opens tomorrow at 12noon,1618,4.3,4.1,953,950,Good,2571,11056.3,Medium
277,278,The Biere Club,"Bar Food, Continental, Italian, Wraps, Salad, Middle Eastern, Pizza",2600,Bar Food," Lavelle Road, Bangalore",Lavelle Road,https://www.zomato.com/bangalore/the-biere-club-lavelle-road-bangalore/info,12noon – 12midnight (Today),4010,4.2,3.0,30,1300,Good,4040,16969.0,High
278,279,Chulha Chauki Da Dhaba,"North Indian, Chinese, Kebab, Mughlai, Biryani, Beverages",1000,North Indian," Sarjapur Road, Bangalore",Sarjapur Road,https://www.zomato.com/bangalore/chulha-chauki-da-dhaba-sarjapur-road-bangalore/info,Opens tomorrow at 12noon,2998,4.3,4.1,4628,500,Good,7626,32792.8,Low
279,280,The Rameshwaram Cafe,"South Indian, Beverages",200,South Indian," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/the-rameshwaram-cafe-indiranagar-bangalore/info,6:30am – 1am (Today),295,4.2,0.0,0,100,Good,295,1240.0,Low
280,281,Big Barrel BrewPub,"Chinese, Salad, North Indian, Oriental, Mexican, Italian, Continental, Beverages",2000,Chinese," Rajarajeshwari Nagar, Bangalore",Rajarajeshwari Nagar,https://www.zomato.com/bangalore/big-barrel-brewpub-rajarajeshwari-nagar-bangalore/info,12noon – 12:30am (Today),2490,4.3,4.2,148,1000,Good,2638,11344.4,Medium
281,282,Niro,"Continental, North Indian, Beverages, Asian, Bar Food",2500,Continental," Hotel Country Inn, Bangalore",Hotel Country Inn,https://www.zomato.com/bangalore/niro-nagawara-bangalore/info,12noon – 12midnight (Today),197,4.5,0.0,4,1250,Excellent,201,905.5,High
282,283,Jamavar - The Leela Palace,"North Indian, South Indian",5000,North Indian," The Leela Palace, Old Airport Road, Bangalore",The Leela Palace,https://www.zomato.com/bangalore/jamavar-the-leela-palace-airport-road/info,Opens tomorrow at 12noon,845,4.3,0.0,0,2500,Good,845,3634.5,High
283,284,Copper Chimney,"North Indian, Mughlai, Biryani, Kebab, Beverages",1700,North Indian," Phoenix Marketcity Bangalore, Whitefield, Bangalore",Phoenix Marketcity Bangalore,https://www.zomato.com/bangalore/copper-chimney-mahadevapura-bangalore/info,Opens tomorrow at 12noon,4125,4.3,4.1,82,850,Good,4207,18091.1,Medium
284,285,Yellow Door - The Neighbourhood Kitchen,"North Indian, Asian, Italian, Fast Food",1100,North Indian," Koramangala 5th Block, Bangalore",Koramangala 5th Block,https://www.zomato.com/bangalore/yellow-door-the-neighbourhood-kitchen-1-koramangala-5th-block-bangalore/info,12noon – 11:30pm (Today),835,4.3,4.2,214,550,Good,1049,4511.7,Medium
285,286,DYCE,"Continental, Pizza, Mexican, Burger, Beverages",1200,Continental," Jayanagar, Bangalore",Jayanagar,https://www.zomato.com/bangalore/dyce-2-jayanagar-bangalore/info,Opens tomorrow at 11am,1045,4.0,3.8,103,600,Good,1148,4593.0,Medium
286,287,Radio Bar,"Bar Food, North Indian, Seafood, Chinese, Pizza, Italian, Desserts",2000,Bar Food," Bellandur, Bangalore",Bellandur,https://www.zomato.com/bangalore/radio-bar-bellandur-bangalore/info,12noon – 12midnight (Today),48,4.4,0.0,0,1000,Good,48,212.2,Medium
287,288,Nasi And Mee,"Asian, Sushi, Thai",1600,Asian," Koramangala 4th Block, Bangalore",Koramangala 4th Block,https://www.zomato.com/bangalore/nasi-and-mee-koramangala-4th-block/info,Opens tomorrow at 12noon,3375,4.5,4.4,2355,800,Excellent,5730,25786.0,Medium
288,289,The Kind Roastery & Brew Room,"Cafe, Coffee, Desserts, Asian, Pizza, Tea, Beverages, Pasta",500,Cafe," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/the-kind-roastery-brew-room-jp-nagar-bangalore/info,Opens tomorrow at 8am,327,4.5,3.7,75,250,Excellent,402,1810.0,Low
289,290,Cafe G - Holiday Inn,"North Indian, Italian, Continental, Chinese, Asian, Desserts",2600,North Indian," Holiday Inn, Race Course Road, Bangalore., Bangalore",Holiday Inn,https://www.zomato.com/bangalore/cafe-g-holiday-inn-race-course-road-bangalore/info,Opens tomorrow at 11am,216,3.9,0.0,5,1300,Average,221,862.9,High
290,291,Sanadige - Goldfinch Hotel,"Seafood, Mangalorean, Goan, South Indian, North Indian, Chinese, Desserts, Beverages",1800,Seafood," Goldfinch Hotel, Seshadripuram, Bangalore",Goldfinch Hotel,https://www.zomato.com/bangalore/sanadige-goldfinch-hotel-seshadripuram/info,Opens tomorrow at 12noon,1105,4.2,4.4,527,900,Good,1632,6855.4,Medium
291,292,Cafe Centralis,"Cafe, Chinese, Italian, Sichuan",950,Cafe," New BEL Road, Bangalore",New BEL Road,https://www.zomato.com/bangalore/cafe-centralis-new-bel-road/info,7:30am – 11:15pm (Today),292,3.4,3.9,102,475,Average,394,1340.6,Low
292,293,Kana By Coffee Mechanics,"Cafe, Continental, Burger, Italian, Desserts, Beverages, Coffee",1000,Cafe," HBR Layout, Bangalore",HBR Layout,https://www.zomato.com/bangalore/kana-by-coffee-mechanics-hbr-layout-bangalore/info,Opens tomorrow at 9am,240,4.2,4.3,99,500,Good,339,1424.8,Low
293,294,Easy Tiger,"Finger Food, Continental",1700,Finger Food," Church Street, Bangalore",Church Street,https://www.zomato.com/bangalore/easy-tiger-church-street/info,12noon – 1am (Today),4349,4.1,0.0,0,850,Good,4349,17831.9,Medium
294,295,Spice It - ibis Bengaluru Hebbal,"North Indian, Chinese, Italian, Continental, Pasta, Desserts, Beverages",1800,North Indian," Ibis Hebbal, Bangalore",Ibis Hebbal,https://www.zomato.com/bangalore/spice-it-ibis-bengaluru-hebbal-hebbal-bangalore/info,Opens tomorrow at 12:30pm,75,3.6,0.0,0,900,Average,75,271.0,Medium
295,296,SLAY Coffee Bar,"Cafe, Coffee, Beverages, Fast Food, Sandwich, Burger",600,Cafe," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/slay-coffee-bar-hsr-bangalore/info,Opens tomorrow at 7am,815,4.8,4.3,3458,300,Excellent,4273,20511.4,Low
296,297,Smoor,"Asian, Italian, Bakery, Desserts, Beverages, Cafe, Chinese, Ice Cream",600,Asian," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/smoor-2-indiranagar-bangalore/info,8am – 12midnight (Today),3878,4.5,4.4,8364,300,Excellent,12242,55090.0,Low
297,298,Kazé,"Japanese, Sushi, Thai, Asian",3500,Japanese," Lavelle Road, Bangalore",Lavelle Road,https://www.zomato.com/bangalore/kazé-1-lavelle-road-bangalore/info,12:30pm – 1am (Today),1212,4.2,0.0,0,1750,Good,1212,5091.4,High
298,299,Spettacolare,"Italian, Pizza, Pasta",1000,Italian," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/spettacolare-indiranagar-bangalore/info,Opens tomorrow at 12noon,128,4.0,0.0,0,500,Good,128,513.0,Low
299,300,IGNYT -The Beer Station,Continental,2000,Continental," Kumaraswamy Layout, Bangalore",Kumaraswamy Layout,https://www.zomato.com/bangalore/ignyt-the-beer-station-kumaraswamy-layout-bangalore/info,11am – 12midnight (Today),313,4.1,0.0,0,1000,Good,313,1284.3,Medium
300,301,Lono,"Chinese, Italian, Continental, North Indian, Seafood, Pizza, Pasta, Fast Food",1700,Chinese," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/lono-indiranagar-bangalore/info,12noon – 12midnight (Today),3417,4.2,3.3,115,850,Good,3532,14835.4,Medium
301,302,Sally By 1522,"South Indian, Chinese, Salad, Continental, Asian, Biryani, Seafood, Pasta",1600,South Indian," Phoenix Mall of Asia, Hebbal, Bengaluru, Bangalore",Phoenix Mall of Asia,https://www.zomato.com/bangalore/sally-by-1522-hebbal-bangalore/info,12noon – 12midnight (Today),118,4.1,0.0,0,800,Good,118,484.8,Medium
302,303,The Grill House - Steaks & Sizzlers,"American, Mexican, Italian, Steak, Seafood",1400,American," Ulsoor, Bangalore",Ulsoor,https://www.zomato.com/bangalore/the-grill-house-steaks-sizzlers-ulsoor-bangalore/info,12noon – 12midnight (Today),1456,4.2,4.4,276,700,Good,1732,7275.4,Medium
303,304,Nom Nom,"Asian, Chinese, Sushi, Desserts",2000,Asian," RMZ Ecoworld, Bellandur, Bangalore",RMZ Ecoworld,https://www.zomato.com/bangalore/nom-nom-bellandur-bangalore/info,"12noon – 4pm, 7pm – 1am (Today)",79,4.2,0.0,0,1000,Good,79,332.8,Medium
304,305,Santé Spa Cuisine,"Pizza, North Indian, Continental, Pasta, Asian, Cafe, Beverages, Desserts",1800,Pizza," Domlur, Bangalore",Domlur,https://www.zomato.com/bangalore/santé-spa-cuisine-domlur-bangalore/info,Opens tomorrow at 11am,1210,4.9,4.1,839,900,Excellent,2049,10041.1,Medium
305,306,Light Of Italy,"Italian, Pizza, Pasta, Ice Cream, Desserts, Beverages",1000,Italian," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/light-of-italy-hsr-bangalore/info,11am – 11:30pm (Today),338,4.2,4.0,37,500,Good,375,1576.0,Low
306,307,Phobidden Fruit,"Vietnamese, Asian, Desserts",1300,Vietnamese," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/phobidden-fruit-indiranagar/info,Opens tomorrow at 12noon,3274,4.4,4.4,1024,650,Good,4298,18912.2,Medium
307,308,Plan B X Hangover,"American, Burger, Pizza, Continental, Bar Food, Desserts, Beverages",2000,American," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/plan-b-x-hangover-hsr-bangalore/info,12noon – 12midnight (Today),3614,4.1,4.0,330,1000,Good,3944,16171.4,Medium
308,309,Itasian,"Italian, Asian, Chinese, Sushi, Burger, Fast Food, Desserts, Beverages",1000,Italian," Jakkur, Bangalore",Jakkur,https://www.zomato.com/bangalore/itasian-jakkur-bangalore/info,Opens tomorrow at 12noon,150,4.3,3.5,76,500,Good,226,972.8,Low
309,310,Techila,"North Indian, Burger, Biryani, Pizza, Chinese, Mexican, Fast Food, Rolls",1200,North Indian," Nagawara, Bangalore",Nagawara,https://www.zomato.com/bangalore/techila-nagawara-bangalore/info,11am – 12midnight (Today),390,4.3,3.4,85,600,Good,475,2043.5,Medium
310,311,Tuk Tuk Thai - Pure Veg Asian Fine Dine,"Thai, Asian, Chinese, Desserts, Beverages",2000,Thai," Koramangala 5th Block, Bangalore",Koramangala 5th Block,https://www.zomato.com/bangalore/tuk-tuk-thai-pure-veg-asian-fine-dine-koramangala-5th-block-bangalore/info,Opens tomorrow at 3:30am,457,4.6,4.1,174,1000,Excellent,631,2903.6,Medium
311,312,Mahe Global Kitchen,"North Indian, Continental, Asian, Pizza, Chinese, Desserts, Shake, Beverages",1400,North Indian," Koramangala 5th Block, Bangalore",Koramangala 5th Block,https://www.zomato.com/bangalore/mahe-global-kitchen-koramangala-5th-block-bangalore/info,11:30am – 11:30pm (Today),219,4.3,4.0,9,700,Good,228,981.4,Medium
312,313,Gufha - The President Hotel,"North Indian, Mughlai, Biryani, Beverages",1400,North Indian," The President Hotel, Jayanagar, Bangalore",The President Hotel,https://www.zomato.com/bangalore/gufha-the-president-hotel-jayanagar/info,Opens tomorrow at 12noon,3206,4.1,4.4,249,700,Good,3455,14166.5,Medium
313,314,Eight,"Asian, Chinese, Thai, Japanese, Peruvian",3000,Asian," Phoenix Mall of Asia, Hebbal, Bengaluru, Bangalore",Phoenix Mall of Asia,https://www.zomato.com/bangalore/eight-hebbal-bangalore/info,Opens tomorrow at 12noon,181,4.3,2.7,6,1500,Good,187,805.1,High
314,315,Drunken Daddy,"North Indian, Continental, Fast Food, Oriental, Finger Food, Biryani, Beverages",1400,North Indian," Koramangala 5th Block, Bangalore",Koramangala 5th Block,https://www.zomato.com/bangalore/drunken-daddy-koramangala-5th-block-bangalore/info,12noon – 1am (Today),2633,4.3,4.0,10,700,Good,2643,11365.9,Medium
315,316,Travellers Bungalow,"Middle Eastern, European, Pizza, Finger Food, Desserts, Beverages",1400,Middle Eastern," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/travellers-bungalow-1-indiranagar-bangalore/info,Opens tomorrow at 12noon,444,4.3,4.1,167,700,Good,611,2628.3,Medium
316,317,Watson's,"North Indian, Continental, Italian, European, Asian, Beverages, Desserts",1600,North Indian," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/watsons-indiranagar-bangalore/info,12noon – 1am (Today),916,4.0,3.9,52,800,Good,968,3873.0,Medium
317,318,Tipsy Bull - The Bar Exchange,"Finger Food, North Indian, Continental, Italian, Fast Food, Desserts",1200,Finger Food," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/tipsy-bull-the-bar-exchange-jp-nagar-bangalore/info,12noon – 1am (Today),5026,4.4,3.8,243,600,Good,5269,23184.6,Medium
318,319,The Rasoiya Street,"North Indian, Continental, Asian, Chinese, Desserts, Beverages",1100,North Indian," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/the-rasoiya-street-1-jp-nagar-bangalore/info,Opens tomorrow at 11am,465,4.1,3.9,400,550,Good,865,3547.5,Medium
319,320,Carnival de Goa,"Goan, Chinese, Continental, Seafood, Pizza, Desserts, Beverages",1200,Goan," Ulsoor, Bangalore",Ulsoor,https://www.zomato.com/bangalore/carnival-de-goa-ulsoor/info,Opens tomorrow at 12noon,1621,4.3,4.2,489,600,Good,2110,9074.0,Medium
320,321,Dhwani,"North Indian, Bar Food, Continental, Chinese, Biryani, Pizza, Momos, Beverages",1300,North Indian," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/dhwani-indiranagar-bangalore/info,12noon – 12midnight (Today),804,4.5,4.0,26,650,Excellent,830,3736.0,Medium
321,322,Indigo XP,"North Indian, Continental, Chinese, Italian, Oriental, Thai, Biryani",2000,North Indian," Koramangala 5th Block, Bangalore",Koramangala 5th Block,https://www.zomato.com/bangalore/indigo-xp-koramangala-5th-block/info,12noon – 1am (Today),3984,4.1,4.0,7,1000,Good,3991,16364.1,Medium
322,323,The Coffee Brewery,"Cafe, Coffee, Sandwich, Fast Food, Desserts, Tea, Beverages",800,Cafe," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/the-coffee-brewery-indiranagar-bangalore/info,Opens tomorrow at 7am,35,4.0,3.5,26,400,Good,61,245.0,Low
323,324,Sattvam,"Chinese, Continental",1960,Chinese," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/sattvam-jp-nagar-bangalore/info,Opens tomorrow at 12noon,2302,4.2,4.0,1590,980,Good,3892,16347.4,Medium
324,325,The Pizza Bakery,"Pizza, Pasta, Italian, Continental, Desserts, Beverages",1500,Pizza," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/the-pizza-bakery-jp-nagar-bangalore/info,Opens tomorrow at 11:30am,433,4.3,4.2,5000,750,Good,5433,23362.9,Medium
325,326,Noodle Bar,"Asian, Oriental, Chinese, Thai, Desserts, Beverages",1700,Asian," Phoenix Marketcity Bangalore, Whitefield, Bangalore",Phoenix Marketcity Bangalore,https://www.zomato.com/bangalore/noodle-bar-whitefield/info,Opens tomorrow at 12noon,2162,3.8,4.5,772,850,Average,2934,11150.2,Medium
326,327,Maya,"Asian, North Indian, Chinese, Thai, Beverages",1800,Asian," Jayanagar, Bangalore",Jayanagar,https://www.zomato.com/bangalore/maya-1-jayanagar-bangalore/info,Opens tomorrow at 12noon,1024,4.4,4.2,140,900,Good,1164,5122.6,Medium
327,328,Down Town Pub,"Continental, Pizza, Burger, Fast Food, Biryani, Desserts, Bar Food, Beverages",1700,Continental," Brigade Road, Bangalore",Brigade Road,https://www.zomato.com/bangalore/down-town-pub-brigade-road-bangalore/info,12noon – 12midnight (Today),989,4.6,0.0,0,850,Excellent,989,4550.4,Medium
328,329,PizzaExpress,"Pizza, Italian, Salad, Bakery, Coffee, Beverages, Pasta, Cafe",1400,Pizza," Kammanahalli, Bangalore",Kammanahalli,https://www.zomato.com/bangalore/pizzaexpress-kammanahalli-bangalore/info,"12midnight – 2am, 11am – 12midnight (Today)",109,4.4,3.7,126,700,Good,235,1035.0,Medium
329,330,Saffron,"North Indian, Biryani, Mughlai, Desserts",2500,North Indian," Radisson Blu, Marathahalli, Bangalore",Radisson Blu,https://www.zomato.com/bangalore/saffron-marathahalli-bangalore/info,Opens tomorrow at 6pm,925,4.7,4.3,70,1250,Excellent,995,4677.5,High
330,331,Escape by Brewklyn,"Continental, Asian, North Indian, Pizza, Burger",2500,Continental," Nagawara, Bangalore",Nagawara,https://www.zomato.com/bangalore/escape-by-brewklyn-nagawara-bangalore/info,1pm – 11:30pm (Today),42,0.0,0.0,0,1250,Below Average,42,1.0,High
331,332,Aromas Of Biryani,"Biryani, North Indian, South Indian, Hyderabadi",1000,Biryani," Sarjapur Road, Bangalore",Sarjapur Road,https://www.zomato.com/bangalore/aromas-of-biryani-sarjapur-road-bangalore/info,Opens tomorrow at 11am,787,4.1,4.1,1500,500,Good,15787,64727.7,Low
332,333,Iris Cafe & Kitchen,"Cafe, Coffee, Chinese, Continental, Modern Indian, Pasta, Fast Food, Desserts",1200,Cafe," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/iris-cafe-kitchen-1-jp-nagar-bangalore/info,Opens tomorrow at 9:30am,486,4.1,4.0,24,600,Good,510,2092.0,Medium
333,334,Tiger Tiger Brewhouse,"North Indian, Continental, Oriental, Mughlai, Andhra, European, Beverages, Desserts",1600,North Indian," Sarjapur Road, Bangalore",Sarjapur Road,https://www.zomato.com/bangalore/tiger-tiger-brewhouse-1-sarjapur-road-bangalore/info,12noon – 11:30pm (Today),1642,4.1,3.1,105,800,Good,1747,7163.7,Medium
334,335,Harley's Fine Baking,"Bakery, Sandwich, Desserts",600,Bakery," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/harleys-fine-baking-jp-nagar-bangalore/info,8am – 2am (Today),102,4.0,4.4,713,300,Good,815,3261.0,Low
335,336,Nando's,"Burger, Healthy Food, Portuguese, Desserts",1500,Burger," Phoenix Marketcity Bangalore, Whitefield, Bangalore",Phoenix Marketcity Bangalore,https://www.zomato.com/bangalore/nandos-whitefield-bangalore/info,11:30am – 11:30pm (Today),7971,4.4,4.3,4703,750,Good,12674,55766.6,Medium
336,337,White Lotus Club,"Continental, North Indian, Chinese, Italian, Asian, Beverages",2000,Continental," Sarjapur Road, Bangalore",Sarjapur Road,https://www.zomato.com/bangalore/white-lotus-club-sarjapur-road-bangalore/info,12noon – 12midnight (Today),433,3.9,0.0,0,1000,Average,433,1689.7,Medium
337,338,Glass – Kitchen & Bar,"Modern Indian, North Indian, Continental, Biryani, Bar Food, Seafood, Desserts, Beverages",3500,Modern Indian," Holiday Inn, Race Course Road, Bangalore., Bangalore",Holiday Inn,https://www.zomato.com/bangalore/glass-kitchen-bar-race-course-road-bangalore/info,Opens tomorrow at 12:30pm,168,4.4,0.0,3,1750,Good,171,753.4,High
338,339,Barrys Sky Lounge,"Chinese, North Indian, Oriental, Mughlai, Biryani",1000,Chinese," Kalyan Nagar, Bangalore",Kalyan Nagar,https://www.zomato.com/bangalore/barrys-sky-lounge-kalyan-nagar-bangalore/info,11:30am – 1am (Today),866,4.3,4.2,45,500,Good,911,3918.3,Low
339,340,46 Ounces,"North Indian, Asian, Italian, Pizza, Desserts",1200,North Indian," RMZ Infinity, Old Madras Road, Bangalore",RMZ Infinity,https://www.zomato.com/bangalore/46-ounces-old-madras-road-bangalore/info,Opens tomorrow at 8am,518,4.4,3.6,111,600,Good,629,2768.6,Medium
340,341,Barbeque Nation,"North Indian, BBQ, Biryani, Kebab, Continental, Chinese, Beverages, Desserts",1900,North Indian," Electronic City, Bangalore",Electronic City,https://www.zomato.com/bangalore/barbeque-nation-electronic-city/info,Opens tomorrow at 11am,7240,4.3,3.4,3025,950,Good,10265,44140.5,Medium
341,342,HSR High Street,"Chinese, Oriental, North Indian, Mughlai, Biryani, Seafood, Desserts",950,Chinese," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/hsr-high-street-hsr/info,11:30am – 1am (Today),1558,3.9,4.1,14100,475,Average,15658,61067.2,Low
342,343,Don't Tell Mama,"North Indian, Continental, Chinese, Italian, Oriental, Thai, Biryani",2000,North Indian," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/dont-tell-mama-1-hsr-bangalore/info,12noon – 1am (Today),2143,4.1,0.0,0,1000,Good,2143,8787.3,Medium
343,344,Kobe Sizzlers,"American, Continental, Burger, Pasta, Steak, Beverages, Desserts",1600,American," Koramangala 5th Block, Bangalore",Koramangala 5th Block,https://www.zomato.com/bangalore/kobe-sizzlers-koramangala-5th-block/info,Opens tomorrow at 12noon,3342,3.9,4.1,47,800,Average,3389,13218.1,Medium
344,345,Glen`s Bakehouse,"Bakery, Cafe, Italian, Continental, Fast Food, Beverages, Desserts",800,Bakery," Whitefield, Bangalore",Whitefield,https://www.zomato.com/bangalore/glen-s-bakehouse-whitefield-bangalore/info,Opens tomorrow at 11am,1976,3.8,4.0,7836,400,Average,9812,37286.6,Low
345,346,Platform.65,"Andhra, North Indian, Mughlai, Chinese, Biryani, Ice Cream, Desserts, Beverages",1300,Andhra," Bannerghatta Road, Bangalore",Bannerghatta Road,https://www.zomato.com/bangalore/platform-65-bannerghatta-road-bangalore/info,Opens tomorrow at 12noon,1048,3.6,3.5,527,650,Average,1575,5671.0,Medium
346,347,Iza,"Asian, Chinese, Seafood, Salad, Desserts",1200,Asian," Divyasree Technopark, Bangalore",Divyasree Technopark,https://www.zomato.com/bangalore/iza-marathahalli-bangalore/info,12noon – 11:45pm (Today),183,4.5,4.1,47,600,Excellent,230,1036.0,Medium
347,348,Chin Lung Resto Bar,"Bar Food, Chinese, North Indian",1400,Bar Food," Koramangala 4th Block, Bangalore",Koramangala 4th Block,https://www.zomato.com/bangalore/chin-lung-resto-bar-koramangala-4th-block-bangalore/info,12noon – 12midnight (Today),1278,4.1,4.3,443,700,Good,1721,7057.1,Medium
